Time,CH1_mV,CH2_mV
11.37,0.02724,-0.001101
11.375,-0.008758,-0.005789
11.38,0.015465,0.005881
11.385,0.007203,-0.006484
11.39,0.008197,0.006009
11.395,0.001591,-0.001318
11.4,0.007102,0.003995
11.405,-0.007199,-0.003121
11.41,-0.025728,0.005975
11.415,-0.001646,0.015495
11.42,-0.026765,0.001696
11.425,0.008895,-0.006986
11.43,0.007245,0.002832
11.435,0.007943,-0.002333
11.44,-0.047652,0.000809
11.445,0.001411,-0.007312
11.45,-0.019879,0.005229
11.455,0.005947,0.015793
11.46,-0.012098,0.011855
11.465,0.000257,-0.004963
11.47,0.007488,0.008765
11.475,-0.007878,0.015704
11.48,0.000282,-0.012331
11.485,-0.01708,0.01072
11.49,-0.008294,0.00089
11.495,0.001589,-0.001124
11.5,0.01469,-0.004819
11.505,-0.016645,-0.023014
11.51,-0.001777,-0.002641
11.515,0.018574,-0.007041
11.52,0.015348,-0.00289
11.525,0.02581,-0.009737
11.53,-0.006017,0.006786
11.535,0.017827,0.008439
11.54,-0.020027,0.010883
11.545,-0.000139,-0.016281
11.55,-0.008382,-0.003484
11.555,-0.011988,0.013059
11.56,0.008053,0.011394
11.565,-0.013203,-0.016701
11.57,0.006782,0.00034
11.575,0.012949,0.006602
11.58,0.002338,0.008012
11.585,0.00115,0.002052
11.59,0.029677,0.012897
11.595,-0.015779,-0.01582
11.6,0.020359,-0.004364
11.605,-0.001975,-0.004881
11.61,0.004907,-0.004139
11.615,-0.017855,-0.01785
11.62,-0.035879,-0.010542
11.625,0.018371,-0.009377
11.63,-0.000353,0.011215
11.635,0.019708,-0.00557
11.64,0.01067,-0.003755
11.645,-0.029076,0.009574
11.65,0.001652,-0.008771
11.655,0.00309,0.003336
11.66,0.002498,-0.009682
11.665,-0.00262,0.003056
11.67,0.011307,-0.002159
11.675,-0.016248,0.004244
11.68,0.018555,-0.005955
11.685,0.007588,0.010483
11.69,0.015875,0.013446
11.695,0.00425,0.014077
11.7,0.020285,-0.008274
11.705,0.00465,0.002352
11.71,-0.010268,-0.003292
11.715,-0.03012,0.007104
11.72,0.012733,0.011509
11.725,0.02023,-0.006049
11.73,-0.0024,0.015436
11.735,0.016195,-0.007375
11.74,-0.035406,-0.002289
11.745,-0.016027,0.000626
11.75,0.014563,-0.014471
11.755,0.004122,-0.012158
11.76,0.037236,0.000516
11.765,0.007128,-0.01044
11.77,-0.031991,-0.009588
11.775,-0.014351,0.011726
11.78,-0.017213,0.00827
11.785,0.006322,-0.001115
11.79,-0.037297,-0.005497
11.795,0.014561,0.005373
11.8,0.002244,-0.014369
11.805,0.001891,0.002537
11.81,-0.007292,0.004331
11.815,-0.010654,-0.020078
11.82,-0.009648,-0.006903
11.825,0.018285,0.007195
11.83,-0.000758,-0.005468
11.835,0.008374,0.014941
11.84,-0.014506,-0.006391
11.845,0.017261,0.004808
11.85,-0.006577,0.011553
11.855,0.008274,-0.009428
11.86,0.00412,-7.2e-05
11.865,0.02479,0.006074
11.87,0.007253,0.001333
11.875,0.007814,-0.013891
11.88,-0.021816,0.003893
11.885,0.005996,-0.004035
11.89,-0.029971,-0.010878
11.895,0.008067,0.001269
11.9,-0.00962,-0.00929
11.905,0.003997,-0.001508
11.91,-0.00239,-0.005044
11.915,0.002254,0.002827
11.92,-0.009395,0.016627
11.925,-0.008832,0.001663
11.93,-0.023274,-0.00999
11.935,0.013807,0.007264
11.94,0.00322,-0.006725
11.945,0.005305,-0.009929
11.95,0.016051,-0.026289
11.955,-0.005775,-0.007972
11.96,0.019423,-0.00198
11.965,0.018561,0.014456
11.97,0.006821,-0.01638
11.975,-0.011308,-0.004992
11.98,0.006007,0.003796
11.985,-0.019944,0.007846
11.99,-0.015221,-0.003539
11.995,0.003861,-0.001298
12.0,0.023533,0.011394
12.005,-0.019786,-0.011257
12.01,0.017247,0.001133
12.015,0.009425,0.000251
12.02,0.018458,0.007717
12.025,0.011797,-0.006767
12.03,0.009111,-0.016102
12.035,-0.003611,-0.006354
12.04,-0.011651,-0.009368
12.045,-0.030114,0.012384
12.05,-0.003192,-0.001772
12.055,0.007518,0.010652
12.06,0.020052,-0.004316
12.065,0.00282,-0.009053
12.07,0.010992,0.00021
12.075,0.013637,0.008273
12.08,0.011725,0.005362
12.085,0.001305,-0.012427
12.09,0.004936,0.016834
12.095,-0.006509,-0.006774
12.1,0.009271,0.016743
12.105,-0.015616,-0.024159
12.11,-0.009222,0.000997
12.115,-0.002142,-0.002603
12.12,-0.00754,-0.006469
12.125,-0.012408,0.0036
12.13,0.008587,-0.015853
12.135,0.023729,0.004415
12.14,0.00831,-0.002829
12.145,0.003822,-0.011236
12.15,0.023751,0.014149
12.155,-0.003593,-0.013187
12.16,-0.004588,0.005913
12.165,-0.005907,-0.007956
12.17,0.002413,-0.008738
12.175,0.020029,0.009455
12.18,0.009957,-0.007079
12.185,0.003103,0.011094
12.19,-0.031397,0.002057
12.195,0.021093,0.018115
12.2,-0.014258,0.002762
12.205,0.015665,0.012058
12.21,-0.027595,-0.020096
12.215,0.002314,0.004983
12.22,-0.001869,-0.003279
12.225,0.01917,0.014775
12.23,-0.008883,0.001577
12.235,-0.017353,0.017355
12.24,-0.021064,-0.010701
12.245,-0.013347,-0.010485
12.25,0.019163,0.023216
12.255,0.00391,-0.003361
12.26,0.010826,-0.00907
12.265,0.020066,-0.000365
12.27,0.006308,-0.006913
12.275,-0.003066,-0.016196
12.28,0.000281,0.008903
12.285,-0.027773,-0.010098
12.29,-0.007142,-0.003097
12.295,-0.001354,-0.000451
12.3,0.004256,-0.000355
12.305,-0.025229,0.003137
12.31,0.018051,0.002581
12.315,-0.026602,0.002323
12.32,0.00713,-0.009893
12.325,0.001143,0.012764
12.33,0.024261,0.001265
12.335,0.007612,-0.001651
12.34,-0.006148,0.01385
12.345,0.014437,0.00617
12.35,-0.007898,0.014673
12.355,0.015607,-0.012917
12.36,0.016329,0.001683
12.365,0.004177,-0.020171
12.37,-0.021947,0.009895
12.375,-0.011505,0.008124
12.38,-0.019907,-0.014752
12.385,0.028661,0.009094
12.39,-0.001925,0.002237
12.395,-0.010629,0.00356
12.4,0.017691,-0.004155
12.405,0.007284,-0.016922
12.41,0.027023,0.010046
12.415,-0.00045,-0.003344
12.42,0.021165,-0.005048
12.425,0.005546,-0.003139
12.43,-0.013841,0.010388
12.435,-0.006183,0.004642
12.44,-0.00521,-0.001345
12.445,-0.002566,-0.006549
12.45,0.011,-0.000868
12.455,0.012941,0.007468
12.46,0.018334,-0.004915
12.465,0.009956,-0.001744
12.47,-0.000336,-0.007144
12.475,-0.007117,0.006302
12.48,-0.00513,-0.007295
12.485,0.012725,0.003568
12.49,-0.018278,0.001057
12.495,0.016923,0.010962
12.5,-0.008057,-0.011107
12.505,-0.005483,0.013441
12.51,0.011156,-0.022937
12.515,0.012881,-0.022178
12.52,0.028989,0.008454
12.525,-0.005919,0.001069
12.53,0.009915,-0.004934
12.535,0.006953,-0.001295
12.54,-0.003762,0.01525
12.545,-0.030581,0.00047
12.55,-0.020896,-0.001821
12.555,-0.010622,0.025463
12.56,-0.007713,-0.00137
12.565,-0.009276,0.008894
12.57,-0.007652,-0.00655
12.575,0.028056,0.007809
12.58,0.004035,0.024124
12.585,-0.009495,-0.008126
12.59,-0.011902,0.012032
12.595,-0.009282,0.011903
12.6,-0.009441,-0.018147
12.605,-0.012024,0.002871
12.61,0.017885,0.013013
12.615,0.005496,0.006841
12.62,-0.039666,0.002627
12.625,0.000578,-0.00309
12.63,-0.009989,0.008797
12.635,0.017089,0.019646
12.64,-0.002921,-0.007961
12.645,0.028279,-0.003204
12.65,-0.007809,-0.013872
12.655,0.006302,0.006057
12.66,0.012654,0.002231
12.665,0.008162,0.005543
12.67,0.007716,0.011784
12.675,0.012787,0.001888
12.68,-0.008058,0.00803
12.685,-0.008657,-0.001477
12.69,-0.010743,0.021329
12.695,-0.014568,0.006639
12.7,0.010144,0.008762
12.705,-0.000594,0.000839
12.71,-0.002952,-0.02718
12.715,-0.011464,0.01364
12.72,-0.012244,0.00135
12.725,0.039564,-0.009682
12.73,-0.007569,-0.002521
12.735,-0.029977,-0.008683
12.74,-0.02143,0.005439
12.745,-0.003706,-0.021325
12.75,0.012152,0.009721
12.755,-0.005425,0.009467
12.76,0.008811,-0.009144
12.765,0.004219,0.001847
12.77,-0.012527,-0.010266
12.775,0.006119,0.023067
12.78,-0.000559,0.002103
12.785,-0.015817,-0.002596
12.79,-0.003035,-0.003767
12.795,-0.009837,-0.000487
12.8,-0.008444,0.012415
12.805,0.030748,-0.007613
12.81,-0.005454,0.004336
12.815,0.008746,-0.007635
12.82,-0.008563,0.005866
12.825,-0.024575,0.022151
12.83,0.004522,-0.003041
12.835,-0.002255,-0.010734
12.84,0.027038,-0.000839
12.845,-0.006526,0.01757
12.85,0.015479,-0.001944
12.855,0.006544,-0.003322
12.86,-0.005433,-0.00221
12.865,0.004461,0.010949
12.87,0.029663,-0.021726
12.875,0.034835,0.010244
12.88,0.000248,-0.0043
12.885,-0.028021,0.011944
12.89,-0.016419,0.006519
12.895,-0.006221,-0.016257
12.9,0.006276,0.004863
12.905,-0.014037,0.008594
12.91,0.027081,0.004907
12.915,0.006471,-0.007338
12.92,-0.015591,-0.004061
12.925,0.001035,0.000117
12.93,-0.002983,0.024917
12.935,0.008567,-0.009763
12.94,-0.018009,-0.017386
12.945,-0.015143,0.005787
12.95,-0.004279,-0.006929
12.955,0.008844,0.005492
12.96,0.005571,-0.000132
12.965,-0.000551,-0.013186
12.97,-0.027678,-0.008064
12.975,-0.01183,-0.008189
12.98,-0.002598,-0.00474
12.985,-0.019569,-0.001029
12.99,0.00504,-0.004925
12.995,0.012286,0.003155
13.0,0.005842,-0.003735
13.005,0.006202,0.006825
13.01,-0.028939,0.010683
13.015,-0.007667,0.006506
13.02,-0.034595,-0.004341
13.025,-0.025485,-0.001484
13.03,0.002722,0.00407
13.035,0.00031,-0.012525
13.04,0.019541,-0.013453
13.045,-0.005045,-0.007767
13.05,-0.009038,-0.014031
13.055,0.016284,0.007461
13.06,0.001074,-0.001443
13.065,-0.0144,-0.001101
13.07,-0.01362,0.000864
13.075,0.005906,-0.002471
13.08,0.005985,0.005836
13.085,0.01207,0.019748
13.09,-0.021415,-0.012338
13.095,-0.018247,-0.001978
13.1,-0.023917,-0.005304
13.105,0.012571,0.007293
13.11,0.024593,0.008536
13.115,0.015195,-0.00529
13.12,-0.005371,0.008789
13.125,0.012879,-0.019164
13.13,-0.020829,-0.009779
13.135,-0.0129,0.013174
13.14,0.027089,0.003299
13.145,0.005111,0.019419
13.15,0.00673,0.00559
13.155,0.005591,0.003743
13.16,0.020236,0.007263
13.165,0.00128,-0.003931
13.17,0.003901,-0.016627
13.175,0.006911,0.001261
13.18,0.004812,-0.011567
13.185,0.007031,0.001831
13.19,-0.000105,0.003702
13.195,-0.012445,-0.014564
13.2,0.006811,-0.022018
13.205,0.008925,0.020675
13.21,0.005562,0.008537
13.215,0.024416,0.010442
13.22,0.034155,-0.008711
13.225,-0.005118,0.004833
13.23,-0.024224,-6.4e-05
13.235,0.001001,0.012979
13.24,0.016008,0.007663
13.245,0.010451,0.000614
13.25,0.004383,0.007595
13.255,0.015176,-0.007191
13.26,0.006744,-0.000753
13.265,0.003983,0.011544
13.27,-0.003759,-0.00922
13.275,-0.013665,-0.005732
13.28,0.009143,-0.001657
13.285,-0.008971,0.007728
13.29,0.002399,0.007006
13.295,0.032895,0.018813
13.3,0.005173,0.003389
13.305,0.016705,0.012779
13.31,-0.005372,-0.01225
13.315,0.012944,0.002251
13.32,0.009153,0.005429
13.325,-0.010476,-0.005101
13.33,0.01607,-0.001616
13.335,-0.011723,-0.002754
13.34,0.005965,-0.005102
13.345,0.026061,0.008123
13.35,-0.022353,0.002295
13.355,0.023534,0.032963
13.36,-0.007062,0.000247
13.365,-0.020345,0.005563
13.37,0.007183,0.002832
13.375,-0.016263,0.007813
13.38,0.027423,0.013587
13.385,0.005434,-0.000507
13.39,0.013475,-0.001411
13.395,-0.037936,-0.017178
13.4,0.020523,0.013303
13.405,-0.001881,-0.007982
13.41,-0.004504,-0.012861
13.415,-0.003809,0.01747
13.42,-0.009384,-0.007944
13.425,-0.020159,0.002057
13.43,-0.014249,0.006504
13.435,-0.004629,0.016813
13.44,0.00887,0.00477
13.445,-0.021102,0.000241
13.45,0.004557,0.003429
13.455,0.005331,0.001226
13.46,-0.017516,-0.024068
13.465,-0.016743,0.010139
13.47,0.012005,0.011424
13.475,0.004922,0.00227
13.48,0.000259,-0.017082
13.485,0.002673,-0.006476
13.49,-0.009136,-0.009883
13.495,-0.001008,0.009152
13.5,0.011996,-0.009708
13.505,0.003634,-0.000744
13.51,-0.030168,0.009401
13.515,-0.009705,0.005804
13.52,-0.011867,0.00778
13.525,0.018726,0.002615
13.53,0.008147,-0.006535
13.535,-0.004755,-0.011189
13.54,0.015791,0.011863
13.545,-0.007198,0.000379
13.55,-0.010001,-0.01309
13.555,-0.007721,-0.011972
13.56,-0.029107,0.00296
13.565,-0.014935,-0.000418
13.57,-0.039868,0.000887
13.575,-0.010382,-0.006253
13.58,0.013058,-0.001223
13.585,0.004487,0.000535
13.59,0.007218,-0.007916
13.595,-0.000175,-0.002332
13.6,0.010634,-0.005765
13.605,0.0113,0.005284
13.61,-0.008716,0.007265
13.615,-0.005988,-0.0064
13.62,-0.012009,-0.010745
13.625,0.004669,-0.001965
13.63,-0.004605,0.008541
13.635,0.013225,0.001098
13.64,-0.02903,0.004851
13.645,-0.029382,-0.008926
13.65,-0.002413,0.015347
13.655,-0.037226,-0.015313
13.66,-0.010731,0.006912
13.665,-0.024482,-0.008001
13.67,0.018192,0.008818
13.675,-0.009119,0.010138
13.68,0.001278,-0.009069
13.685,-0.010702,-0.006277
13.69,-0.016181,0.004588
13.695,0.01515,-0.014402
13.7,0.009996,-0.010445
13.705,-0.001089,0.003035
13.71,0.015207,-0.00024
13.715,0.003731,0.016293
13.72,0.024229,0.010532
13.725,0.011257,0.005082
13.73,0.024589,0.007373
13.735,-0.010168,0.001062
13.74,0.006162,-0.013927
13.745,-0.008668,0.017107
13.75,-0.017056,0.005099
13.755,0.004696,0.009651
13.76,-0.011658,-0.007768
13.765,0.000799,-0.006289
13.77,0.023224,0.001818
13.775,0.012796,-0.009961
13.78,0.008853,0.024896
13.785,-0.000824,-0.01121
13.79,0.01708,-0.004745
13.795,-0.019327,-0.011276
13.8,-0.017728,0.005227
13.805,-0.012749,-0.008689
13.81,-0.00558,0.004259
13.815,0.013352,0.012329
13.82,-0.004983,0.010163
13.825,-0.011811,0.017107
13.83,0.009302,0.002657
13.835,-0.023823,0.009741
13.84,-0.007018,-0.006114
13.845,-0.012313,-0.006062
13.85,0.007404,0.004273
13.855,0.000779,0.018732
13.86,-0.018731,0.002861
13.865,-0.019925,0.005636
13.87,0.0086,0.001358
13.875,0.007592,0.005846
13.88,0.00726,-0.01384
13.885,0.013162,0.017488
13.89,0.016856,-0.002602
13.895,0.02949,0.002472
13.9,0.017586,0.006827
13.905,0.021642,-0.015922
13.91,-0.011891,0.005243
13.915,-0.003585,-0.003635
13.92,0.022558,-0.005611
13.925,0.004639,0.003765
13.93,-0.003395,-0.023136
13.935,-0.027922,-0.002585
13.94,0.033016,-0.007202
13.945,-0.000354,0.020779
13.95,0.000573,0.005093
13.955,0.004675,-0.008377
13.96,-0.012868,-0.005025
13.965,-0.000112,-0.007336
13.97,-0.007409,0.002601
13.975,0.017993,0.023599
13.98,-0.01067,0.002844
13.985,-0.014735,-0.006189
13.99,-0.025804,0.017266
13.995,-0.00639,0.009597
14.0,-0.015818,-0.023449
14.005,0.025624,-0.016156
14.01,-0.015506,0.012027
14.015,0.001342,-0.00186
14.02,0.020024,-0.002825
14.025,0.012014,-0.012366
14.03,0.02141,-0.005563
14.035,0.002681,-0.007184
14.04,-0.012202,-0.002798
14.045,0.01376,-0.002449
14.05,0.002918,-0.004717
14.055,0.019858,-0.01465
14.06,-0.025149,0.014143
14.065,-0.032419,0.017209
14.07,-0.000227,0.004347
14.075,0.004849,-0.006576
14.08,0.007768,0.020374
14.085,0.0183,-0.007123
14.09,0.018598,-0.011721
14.095,-0.003275,0.001458
14.1,0.018656,-0.013852
14.105,0.01576,-0.004122
14.11,-0.024577,0.009975
14.115,-0.006246,-0.020035
14.12,0.011951,-0.016865
14.125,-0.005669,-0.011265
14.13,-0.012161,0.01089
14.135,0.009524,-0.01508
14.14,-0.003381,0.000682
14.145,0.020347,0.004606
14.15,-0.01815,-0.012911
14.155,0.009959,0.007636
14.16,-0.009011,-0.006261
14.165,0.007644,0.002895
14.17,-0.039451,-0.002714
14.175,0.012352,-0.014841
14.18,0.01306,-0.012478
14.185,0.003484,-0.008459
14.19,-0.024227,0.002209
14.195,-0.001534,0.015217
14.2,0.012474,-0.015883
14.205,0.00492,0.009813
14.21,0.012729,0.018604
14.215,0.029298,-0.007066
14.22,0.005824,0.024013
14.225,0.019172,-0.006705
14.23,-0.022872,-0.015563
14.235,0.009841,-0.001076
14.24,-0.002749,-0.005797
14.245,-0.012905,0.006166
14.25,-0.000413,0.00431
14.255,-0.024559,0.017898
14.26,0.017682,0.010706
14.265,-0.030953,0.008905
14.27,-0.021504,0.004291
14.275,0.017442,0.010716
14.28,0.010894,0.018527
14.285,0.002478,-0.008074
14.29,-0.007917,0.000193
14.295,0.012581,-0.010628
14.3,0.012229,-0.000246
14.305,-0.006897,-0.00934
14.31,-0.007072,0.003054
14.315,-0.00292,0.007544
14.32,-0.024174,-0.014698
14.325,-0.015554,0.011093
14.33,-0.002086,0.000374
14.335,0.008877,0.006562
14.34,-0.008009,-0.014273
14.345,-0.005378,-0.015286
14.35,-0.001006,-0.007665
14.355,0.004312,0.001961
14.36,-0.005459,0.006347
14.365,0.042553,-0.01845
14.37,0.036401,-0.009728
14.375,-0.020317,-0.009613
14.38,0.011008,0.002158
14.385,-0.0093,-0.005797
14.39,-0.011394,0.005915
14.395,0.018824,-0.002553
14.4,-0.01019,-0.003762
14.405,-0.034614,-0.000543
14.41,0.005744,-0.003692
14.415,-0.007571,0.011212
14.42,0.004701,0.003877
14.425,0.007546,0.001433
14.43,0.019704,-0.013696
14.435,-0.000468,-0.022832
14.44,-0.006307,0.020033
14.445,-0.019269,-0.011032
14.45,-0.001122,0.008633
14.455,0.010203,-0.005437
14.46,0.025464,-0.00058
14.465,0.017077,0.015934
14.47,-0.014746,-0.014949
14.475,0.008038,0.001862
14.48,0.000512,0.002681
14.485,-0.001507,0.015614
14.49,-0.04516,0.012708
14.495,0.003884,-0.001274
14.5,-0.014623,0.012323
14.505,-0.017407,0.001082
14.51,0.017063,-0.01655
14.515,0.004741,0.003108
14.52,0.006402,-0.004651
14.525,0.008783,0.010386
14.53,-0.004506,0.020834
14.535,-0.017046,-0.006786
14.54,0.018039,-0.002167
14.545,-0.014053,-0.004465
14.55,0.022719,0.007939
14.555,-0.013895,-0.018733
14.56,0.022384,0.002456
14.565,-0.006339,-0.009076
14.57,-0.031086,-0.013214
14.575,0.004505,-0.004937
14.58,0.024682,0.00919
14.585,-0.008883,-0.009272
14.59,0.019353,-0.003731
14.595,0.039654,0.000965
14.6,-0.020475,-0.020407
14.605,-0.011033,0.014454
14.61,-0.003707,-0.025002
14.615,-0.009376,-0.002901
14.62,0.020548,0.004326
14.625,-0.00225,0.003029
14.63,0.033364,0.01059
14.635,-0.011122,0.006842
14.64,0.016979,0.023295
14.645,0.004303,-0.003233
14.65,0.005365,-0.004773
14.655,0.002264,-0.00805
14.66,0.000351,-0.014569
14.665,0.01266,0.007986
14.67,-0.024762,0.007471
14.675,-0.008406,0.014128
14.68,0.015065,0.01087
14.685,0.008867,-0.010431
14.69,-0.031157,0.001356
14.695,-0.019091,0.001898
14.7,-0.022324,0.007812
14.705,0.007738,-0.012795
14.71,-0.01447,0.004239
14.715,0.013277,0.002299
14.72,-0.01041,0.001619
14.725,-0.003396,-0.005345
14.73,-0.02113,0.000414
14.735,-0.012283,-0.00128
14.74,-0.030207,0.008363
14.745,-0.008425,0.000795
14.75,0.022502,0.015536
14.755,0.009929,-0.010211
14.76,-0.001322,0.003001
14.765,0.00404,0.001405
14.77,0.012306,0.006584
14.775,0.018285,0.008227
14.78,-0.010422,-0.003189
14.785,-0.000189,0.004129
14.79,-0.007376,-0.000106
14.795,-0.004977,-0.005345
14.8,0.006193,0.009099
14.805,0.026586,0.010227
14.81,-0.005885,0.012711
14.815,-0.021457,0.004156
14.82,-0.008386,-0.005508
14.825,0.029716,-0.004204
14.83,0.00369,0.005906
14.835,-0.000381,-0.01361
14.84,0.004921,-0.003423
14.845,-0.001587,-0.000232
14.85,0.006843,0.004108
14.855,-0.022777,0.002198
14.86,0.026462,-0.019077
14.865,-0.013894,-0.006899
14.87,-0.02979,-0.018301
14.875,-0.014391,0.011489
14.88,-0.00551,-0.009328
14.885,-0.002519,0.004889
14.89,0.00728,0.000424
14.895,0.039624,0.002645
14.9,0.006502,-0.005307
14.905,-0.012923,-0.011645
14.91,-0.01935,0.005507
14.915,0.002429,-0.006305
14.92,-0.005264,0.010592
14.925,-0.003109,0.000342
14.93,0.00434,0.00497
14.935,-0.011343,-0.024636
14.94,-0.029258,0.003532
14.945,-0.00865,-0.003422
14.95,-0.025758,-0.008006
14.955,0.00179,0.000395
14.96,-0.016182,-0.011547
14.965,0.028906,-0.002498
14.97,-0.001637,-0.013416
14.975,-0.011717,-0.002774
14.98,-0.017255,0.000906
14.985,-0.017343,-0.007444
14.99,-0.011973,-0.016601
14.995,-0.023675,0.001202
15.0,-0.015458,-0.001853
15.005,-0.002185,0.003317
15.01,0.012187,-0.006477
15.015,-0.017283,0.001948
15.02,0.012837,-0.003453
15.025,-0.000996,-0.00194
15.03,-0.002318,0.006348
15.035,-0.006062,0.00604
15.04,0.006215,0.021503
15.045,-0.01082,0.011501
15.05,0.012043,-0.012228
15.055,0.008491,0.006117
15.06,-0.009137,-0.024611
15.065,0.011185,-0.012962
15.07,-0.002586,-0.017746
15.075,0.008901,-0.018359
15.08,-0.008812,-0.005646
15.085,-0.000104,-0.014831
15.09,0.006891,0.004837
15.095,-0.005447,-0.002844
15.1,-0.041295,0.016052
15.105,-0.003401,0.00647
15.11,0.002745,0.000557
15.115,0.010332,-0.006395
15.12,0.015287,0.015752
15.125,0.003013,-0.001569
15.13,0.014663,0.004133
15.135,-0.005625,-0.003415
15.14,0.001877,0.00762
15.145,-0.007554,0.0079
15.15,0.029438,0.005927
15.155,-0.000942,0.005691
15.16,-0.006632,-0.011195
15.165,-0.01138,-0.013695
15.17,0.014418,-0.004774
15.175,-0.027757,0.005108
15.18,0.005442,0.003037
15.185,-0.020118,-0.011177
15.19,0.026429,-0.006047
15.195,0.006835,0.00123
15.2,-0.020786,-0.014743
15.205,0.007432,-0.003101
15.21,-0.004235,0.010418
15.215,-0.024345,-0.000602
15.22,0.017571,0.008432
15.225,-0.00414,0.004693
15.23,0.009366,-0.008756
15.235,-0.022165,0.008645
15.24,0.000803,0.018192
15.245,-0.009656,0.00996
15.25,0.012452,0.004926
15.255,0.000432,-0.009454
15.26,-0.004379,-0.004936
15.265,0.000346,-0.010464
15.27,0.003688,0.017822
15.275,-0.013169,0.005311
15.28,-0.028362,0.005013
15.285,0.003932,-0.009107
15.29,0.008268,0.001043
15.295,0.027123,0.001132
15.3,0.005922,-0.00146
15.305,-0.016832,0.026018
15.31,0.002739,0.003058
15.315,0.001272,-0.014668
15.32,-0.020401,-0.016752
15.325,0.019815,0.005021
15.33,-0.005029,-0.014309
15.335,-0.012464,-0.001038
15.34,-0.018507,0.008729
15.345,-0.01206,-0.002816
15.35,-0.001507,-0.021883
15.355,0.012138,0.000402
15.36,-0.033238,-0.003909
15.365,-0.00501,-0.010345
15.37,0.005232,0.012045
15.375,0.0052,-0.014111
15.38,-0.010166,-0.019782
15.385,0.003009,-0.009982
15.39,0.004132,0.008012
15.395,0.013173,0.002077
15.4,-0.003837,-0.016215
15.405,0.032719,0.02209
15.41,-0.001401,0.004314
15.415,-0.017253,-0.00388
15.42,0.000392,-0.0059
15.425,0.02636,0.003112
15.43,-0.009318,-0.004081
15.435,0.003652,-0.015918
15.44,0.007233,-0.000396
15.445,0.013477,0.003554
15.45,-0.009799,-0.006698
15.455,0.020792,0.004287
15.46,0.008936,0.005938
15.465,-0.001359,-0.01095
15.47,0.026984,-0.001934
15.475,0.019324,-0.000892
15.48,0.016608,-0.008662
15.485,-0.019743,-0.002794
15.49,-0.007236,0.00661
15.495,0.005153,-0.015464
15.5,-0.01112,-0.013987
15.505,-0.011229,-0.00093
15.51,-0.009314,0.011665
15.515,0.006276,-0.008494
15.52,0.019312,0.009108
15.525,0.002935,-0.003643
15.53,0.029051,0.007979
15.535,-0.016125,0.001616
15.54,-0.012492,0.008948
15.545,-0.015428,-0.006369
15.55,-0.009264,0.004804
15.555,-0.015741,7.7e-05
15.56,-0.03226,0.008503
15.565,-0.040285,0.001767
15.57,0.003747,-0.004994
15.575,0.016491,0.011292
15.58,0.0161,0.011342
15.585,0.004911,-0.003796
15.59,0.003951,0.011014
15.595,-0.000793,-0.024009
15.6,-0.025176,0.018024
15.605,-0.012347,-0.006108
15.61,0.014168,0.008967
15.615,0.008378,0.001445
15.62,-0.031833,0.022185
15.625,-0.005683,0.010896
15.63,0.002126,-0.005353
15.635,-0.004006,-0.001686
15.64,0.024764,-0.01293
15.645,0.005952,0.018062
15.65,-0.007644,0.000359
15.655,-0.017615,0.016456
15.66,-0.017004,0.006459
15.665,-0.029499,-0.008622
15.67,0.003334,-0.011136
15.675,-0.00383,-0.013402
15.68,0.001334,-0.011822
15.685,-0.015909,0.002657
15.69,-0.028566,0.00631
15.695,-0.012247,0.01597
15.7,-0.007881,-0.00882
15.705,0.001621,0.009973
15.71,-0.036534,-0.006416
15.715,0.018865,-0.010398
15.72,-0.018294,-0.015911
15.725,-0.005191,-0.01256
15.73,0.006725,-0.015023
15.735,-0.007151,-0.001924
15.74,-0.009133,-0.002382
15.745,-0.01445,-0.0089
15.75,0.018429,0.004239
15.755,0.006336,0.010552
15.76,0.006055,-0.003056
15.765,0.008694,-0.002457
15.77,0.026183,0.002091
15.775,0.000695,0.015632
15.78,0.012373,-0.007031
15.785,0.007175,-0.0128
15.79,-0.003712,0.001756
15.795,0.002105,-0.001655
15.8,-0.014331,0.003991
15.805,0.008333,-0.006746
15.81,-0.000334,0.00493
15.815,0.007386,0.003546
15.82,0.007118,0.006042
15.825,0.010858,0.00457
15.83,-0.007626,0.00335
15.835,-0.01001,-0.005845
15.84,0.005133,0.00059
15.845,-0.010148,0.005601
15.85,-0.011337,0.00461
15.855,-0.019957,0.013219
15.86,0.007315,0.004636
15.865,0.000267,-0.01328
15.87,-0.025039,0.000737
15.875,-0.005565,0.003269
15.88,0.01557,0.004158
15.885,-0.0144,0.006343
15.89,-0.009148,0.004006
15.895,0.008967,-0.005194
15.9,0.021903,-0.003411
15.905,0.002806,-0.008316
15.91,-0.006653,-0.005082
15.915,0.026071,-0.001609
15.92,0.013967,-0.005788
15.925,0.005929,-0.007257
15.93,0.015729,-0.004655
15.935,-0.010184,0.006364
15.94,-0.004567,-0.000198
15.945,-0.004707,0.009527
15.95,-0.011388,-0.002813
15.955,0.012664,-0.002314
15.96,-0.001788,0.016674
15.965,0.013637,-0.000973
15.97,0.022901,0.001528
15.975,-0.03194,0.003163
15.98,0.018501,-0.009533
15.985,0.005043,-0.014076
15.99,0.011041,-0.012982
15.995,0.010808,-0.017306
16.0,0.002613,-0.015355
16.005,0.014981,-0.004228
16.01,-0.006573,0.022125
16.015,-0.009642,-0.005557
16.02,-0.01423,0.000372
16.025,-0.002737,-0.006597
